ICD-10-CM Code,Model Variable,Models,POA
E233,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E236,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E237,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E240,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E241,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E242,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E243,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E244,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E248,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E249,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E250,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E258,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E259,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E2601,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E2602,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E2609,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E261,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E2681,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E2689,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E269,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E270,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E271,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E272,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E273,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E2740,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E2749,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E275,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E278,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E279,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E310,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E311,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E3120,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E3121,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E3122,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E3123,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E318,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E319,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E320,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E321,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E328,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E329,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E344,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E700,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E701,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7020,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7021,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7029,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7030,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70310,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70311,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70318,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70319,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70320,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70321,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70328,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70329,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70330,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70331,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70338,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E70339,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7039,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7040,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7041,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7049,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E705,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E708,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7081,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7089,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E709,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E710,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71110,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71111,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71118,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71120,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71121,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71128,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7119,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E712,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71310,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71311,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71312,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71313,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71314,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71318,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7132,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7139,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7140,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7141,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7142,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7143,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71440,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71448,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7150,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71510,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71511,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71518,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71520,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71521,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71522,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71528,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71529,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7153,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71540,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71541,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71542,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E71548,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7200,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7201,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7202,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7203,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7204,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7209,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7210,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7211,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7212,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7219,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7220,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7221,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7222,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7223,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7229,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E723,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E724,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7250,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7251,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7252,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7253,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7259,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7281,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7289,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E729,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7400,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7401,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7402,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7403,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7404,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7405,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7409,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7420,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7421,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7429,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E744,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E748,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E74810,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E74818,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E74819,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7489,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E749,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7500,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7501,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
E7502,Other significant endocrine and metabolic disorders; disorders of fluid/electrolyte/acid - base balance (CC 23 - 24),"HWR,R,E",N
